,movie_title,genres,audience_rating,tomatometer_rating
36714,trespass against us,drama,25.0,57.0
36715,trespassers,mystery & suspense,27.0,60.0
36717,trial by fire,drama,77.0,62.0
36718,trial by jury,drama,27.0,8.0
36719,trial by jury,mystery & suspense,27.0,8.0
36720,the trials of henry kissinger,documentary,78.0,95.0
36721,the trials of henry kissinger,special interest,78.0,95.0
36722,trickfilme,comedy,83.0,78.0
36723,trickfilme,drama,83.0,78.0
36724,trickfilme,romance,83.0,78.0
36725,trick,horror,33.0,33.0
36726,trick 'r treat,drama,71.0,81.0
36727,trick 'r treat,horror,71.0,81.0
36728,trick 'r treat,mystery & suspense,71.0,81.0
36729,tricked (steekspel),comedy,29.0,38.0
36730,tricked (steekspel),drama,29.0,38.0
36731,trigger,art house & international,64.0,88.0
36732,trigger,drama,64.0,88.0
36733,the trigger effect,action & adventure,43.0,75.0
36734,the trigger effect,drama,43.0,75.0
36735,the trigger effect,mystery & suspense,43.0,75.0
36736,trigger man,drama,44.0,90.0
36737,trigger man,mystery & suspense,44.0,90.0
36738,triple 9,action & adventure,41.0,54.0
36739,triple 9,drama,41.0,54.0
36740,triple frontier,action & adventure,55.0,70.0
36741,triple frontier,drama,55.0,70.0
36742,triple threat,action & adventure,36.0,69.0
36743,triple threat,art house & international,36.0,69.0
36744,trishna,drama,52.0,63.0
36745,tristana,art house & international,83.0,97.0
36746,tristana,drama,83.0,97.0
36747,tristram shandy: a cock & bull story,comedy,66.0,89.0
36748,tristram shandy: a cock & bull story,sports & fitness,66.0,89.0
36749,triumph of the spirit,drama,52.0,50.0
36750,triumph des willens (triumph of the will),art house & international,75.0,87.0
36751,triumph des willens (triumph of the will),classics,75.0,87.0
36752,triumph des willens (triumph of the will),documentary,75.0,87.0
36753,triumph des willens (triumph of the will),special interest,75.0,87.0
36754,trog,classics,24.0,14.0
36755,trog,horror,24.0,14.0
36756,trog,science fiction & fantasy,24.0,14.0
36757,troll 2,comedy,44.0,5.0
36758,troll 2,horror,44.0,5.0
36759,trollhunter,action & adventure,72.0,81.0
36760,trollhunter,comedy,72.0,81.0
36761,trollhunter,drama,72.0,81.0
36762,trollhunter,science fiction & fantasy,72.0,81.0
36763,trolls,animation,67.0,76.0
36764,trolls,kids & family,67.0,76.0
36765,trolls world tour,animation,59.0,70.0
36766,trolls world tour,comedy,59.0,70.0
36767,troma's war,action & adventure,61.0,20.0
36768,troma's war,comedy,61.0,20.0
36769,troma's war,mystery & suspense,61.0,20.0
36770,tron,action & adventure,69.0,72.0
36771,tron,science fiction & fantasy,69.0,72.0
36772,troop beverly hills,comedy,62.0,25.0
36773,tropic of cancer,drama,25.0,75.0
36774,tropic thunder,comedy,70.0,82.0
36775,trouble every day (gargoyle),art house & international,55.0,50.0
36776,trouble every day (gargoyle),drama,55.0,50.0
36777,trouble every day (gargoyle),horror,55.0,50.0
36778,trouble is my business,drama,95.0,100.0
36779,trouble is my business,mystery & suspense,95.0,100.0
36780,trouble the water,documentary,86.0,96.0
36781,trouble the water,special interest,86.0,96.0
36782,the trouble with romance,comedy,17.0,17.0
36783,the trouble with romance,drama,17.0,17.0
36784,the trouble with romance,romance,17.0,17.0
36785,trouble with the curve,drama,66.0,51.0
36786,troublesome creek: a midwestern,documentary,83.0,82.0
36787,troublesome creek: a midwestern,special interest,83.0,82.0
36788,troublesome creek: a midwestern,television,83.0,82.0
36789,troy,action & adventure,73.0,54.0
36790,troy,classics,73.0,54.0
36791,troy,drama,73.0,54.0
36792,trucker,drama,58.0,59.0
36793,trudell,documentary,75.0,33.0
36794,trudell,drama,75.0,33.0
36795,trudell,special interest,75.0,33.0
36796,true adolescents,comedy,53.0,75.0
36797,true believer,drama,63.0,95.0
36798,true believer,mystery & suspense,63.0,95.0
36799,true confessions,drama,53.0,71.0
36800,true confessions,mystery & suspense,53.0,71.0
36801,true grit,classics,84.0,89.0
36802,true grit,western,84.0,89.0
36803,true grit,action & adventure,85.0,96.0
36804,true grit,drama,85.0,96.0
36805,true grit,western,85.0,96.0
36806,true history of the kelly gang,drama,41.0,79.0
36807,true identity,comedy,26.0,43.0
36808,true legend,action & adventure,55.0,64.0
36809,true legend,art house & international,55.0,64.0
36810,true legend,drama,55.0,64.0
36811,true romance,action & adventure,93.0,93.0
36812,true romance,drama,93.0,93.0
36813,true romance,mystery & suspense,93.0,93.0
36814,true stories,art house & international,83.0,78.0
36815,true stories,comedy,83.0,78.0
36816,true stories,cult movies,83.0,78.0
36817,true stories,musical & performing arts,83.0,78.0
36818,true story,drama,38.0,45.0
36819,the truman show,comedy,89.0,95.0
36820,the truman show,drama,89.0,95.0
36821,trumbo,drama,79.0,74.0
36822,the trumpet of the swan,action & adventure,36.0,14.0
36823,the trumpet of the swan,animation,36.0,14.0
36824,the trumpet of the swan,comedy,36.0,14.0
36825,the trumpet of the swan,drama,36.0,14.0
36826,the trumpet of the swan,kids & family,36.0,14.0
36827,trust,drama,65.0,79.0
36828,trust machine: the story of blockchain,documentary,83.0,90.0
36829,trust me,comedy,38.0,52.0
36830,trust me,drama,38.0,52.0
36831,trust the man,comedy,35.0,28.0
36832,trust the man,drama,35.0,28.0
36833,trust the man,romance,35.0,28.0
36834,truth,drama,62.0,63.0
36835,the truth about cats & dogs,comedy,56.0,85.0
36836,the truth about cats & dogs,romance,56.0,85.0
36837,the truth about charlie,comedy,27.0,33.0
36838,the truth about charlie,drama,27.0,33.0
36839,the truth about charlie,mystery & suspense,27.0,33.0
36840,truth about love,comedy,41.0,0.0
36841,truth about love,drama,41.0,0.0
36842,truth about love,romance,41.0,0.0
36843,"truth or consequences, n.m.",action & adventure,46.0,38.0
36844,"truth or consequences, n.m.",drama,46.0,38.0
36845,"truth or consequences, n.m.",mystery & suspense,46.0,38.0
36846,truth or die,art house & international,30.0,22.0
36847,truth or die,horror,30.0,22.0
36848,truth or die,mystery & suspense,30.0,22.0
36849,tsotsi (thug),art house & international,86.0,82.0
36850,tsotsi (thug),drama,86.0,82.0
36851,tu dors nicole,comedy,66.0,100.0
36852,tu dors nicole,drama,66.0,100.0
36853,tuck everlasting,drama,70.0,60.0
36854,tuck everlasting,kids & family,70.0,60.0
36855,tuck everlasting,musical & performing arts,70.0,60.0
36856,tuck everlasting,science fiction & fantasy,70.0,60.0
36857,tuck everlasting,romance,70.0,60.0
36858,tucked,art house & international,50.0,95.0
36859,tucked,drama,50.0,95.0
36860,tucker and dale vs. evil,comedy,84.0,85.0
36861,tucker and dale vs. evil,horror,84.0,85.0
36862,tucker: the man and his dream,drama,67.0,83.0
36863,"tuesday, after christmas",art house & international,68.0,74.0
36864,"tuesday, after christmas",drama,68.0,74.0
36865,tuff turf,action & adventure,59.0,17.0
36866,tuff turf,drama,59.0,17.0
36867,tulip fever,drama,43.0,10.0
36868,tulip fever,romance,43.0,10.0
36869,tully,art house & international,76.0,81.0
36870,tully,drama,76.0,81.0
36871,tully,comedy,75.0,87.0
36872,tumbledown,comedy,61.0,70.0
36873,tunes of glory,art house & international,79.0,75.0
36874,tunes of glory,classics,79.0,75.0
36875,tunes of glory,drama,79.0,75.0
36876,tunes of glory,romance,79.0,75.0
36877,turbo,animation,65.0,66.0
36878,turbo,kids & family,65.0,66.0
36879,turbo: a power rangers movie,action & adventure,41.0,15.0
36880,turbo: a power rangers movie,kids & family,41.0,15.0
36881,turistas (paradise lost),drama,28.0,18.0
36882,turistas (paradise lost),horror,28.0,18.0
36883,turistas (paradise lost),mystery & suspense,28.0,18.0
36884,turkey bowl,comedy,41.0,70.0
36885,elimination game (turkey shoot),action & adventure,6.0,20.0
36886,elimination game (turkey shoot),art house & international,6.0,20.0
36887,turn it up,drama,26.0,8.0
36888,turn it up,musical & performing arts,26.0,8.0
36889,turn the river,drama,45.0,62.0
36890,turner and hooch,comedy,51.0,52.0
36891,turner and hooch,mystery & suspense,51.0,52.0
36892,turning green,comedy,42.0,42.0
36893,turning green,drama,42.0,42.0
36894,turtle: the incredible journey,documentary,77.0,71.0
36895,tuscaloosa,drama,85.0,70.0
36896,tusk,horror,36.0,45.0
36897,the tuskegee airmen,action & adventure,79.0,88.0
36898,the tuskegee airmen,documentary,79.0,88.0
36899,the tuskegee airmen,drama,79.0,88.0
36900,the tuxedo,action & adventure,30.0,21.0
36901,the tuxedo,comedy,30.0,21.0
36902,the tuxedo,science fiction & fantasy,30.0,21.0
36903,tuya's marriage,comedy,83.0,95.0
36904,tuya's marriage,drama,83.0,95.0
36905,tuya's marriage,romance,83.0,95.0
36906,the tv set,comedy,58.0,65.0
36907,twelfth night,art house & international,80.0,76.0
36908,twelfth night,comedy,80.0,76.0
36909,twelfth night,drama,80.0,76.0
36910,twelfth night,television,80.0,76.0
36911,twelfth night,romance,80.0,76.0
36912,12,art house & international,84.0,77.0
36913,12,drama,84.0,77.0
36914,12,mystery & suspense,84.0,77.0
36915,twelve,drama,32.0,3.0
36916,twelve and holding,drama,79.0,73.0
36917,twelve thirty,drama,17.0,17.0
36918,twentieth century,classics,76.0,86.0
36919,twentieth century,comedy,76.0,86.0
36920,twentieth century,romance,76.0,86.0
36921,twenty8k,art house & international,16.0,17.0
36922,twenty8k,drama,16.0,17.0
36923,twenty8k,mystery & suspense,16.0,17.0
36924,twenty bucks,comedy,63.0,75.0
36925,twenty bucks,drama,63.0,75.0
36926,twenty-four hour woman,comedy,33.0,47.0
36927,twentyfourseven,drama,81.0,35.0
36928,twentynine palms,art house & international,40.0,40.0
36929,twentynine palms,drama,40.0,40.0
36930,twentynine palms,mystery & suspense,40.0,40.0
36931,twice born,drama,68.0,17.0
36932,twice in a lifetime,drama,61.0,83.0
36933,twice told tales,horror,54.0,57.0
36934,twice told tales,mystery & suspense,54.0,57.0
36935,twilight,horror,73.0,49.0
36936,twilight,mystery & suspense,73.0,49.0
36937,twilight,science fiction & fantasy,73.0,49.0
36938,twilight,romance,73.0,49.0
36939,the twilight saga: new moon,horror,61.0,28.0
36940,the twilight saga: new moon,mystery & suspense,61.0,28.0
36941,the twilight saga: new moon,science fiction & fantasy,61.0,28.0
36942,the twilight saga: new moon,romance,61.0,28.0
36943,twilight zone: the movie,horror,55.0,58.0
36944,twilight zone: the movie,mystery & suspense,55.0,58.0
36945,twilight zone: the movie,science fiction & fantasy,55.0,58.0
36946,twin dragons (shuang long hui) (brother vs. brother),action & adventure,48.0,44.0
36947,twin dragons (shuang long hui) (brother vs. brother),art house & international,48.0,44.0
36948,twin dragons (shuang long hui) (brother vs. brother),comedy,48.0,44.0
36949,twin peaks - fire walk with me,drama,78.0,64.0
36950,twin peaks - fire walk with me,mystery & suspense,78.0,64.0
36951,twin peaks - fire walk with me,special interest,78.0,64.0
36952,twin murders: the silence of the white city (el silencio de la ciudad blanca),drama,15.0,40.0
36953,twin murders: the silence of the white city (el silencio de la ciudad blanca),mystery & suspense,15.0,40.0
36954,twin warriors (tai ji zhang san feng) (the tai-chi master),action & adventure,84.0,86.0
36955,twin warriors (tai ji zhang san feng) (the tai-chi master),art house & international,84.0,86.0
36956,twin warriors (tai ji zhang san feng) (the tai-chi master),comedy,84.0,86.0
36957,twin warriors (tai ji zhang san feng) (the tai-chi master),drama,84.0,86.0
36958,twin warriors (tai ji zhang san feng) (the tai-chi master),mystery & suspense,84.0,86.0
36959,twist of faith,documentary,81.0,100.0
36960,twisted,drama,31.0,1.0
36961,twisted,mystery & suspense,31.0,1.0
36962,twitches,comedy,65.0,60.0
36963,twitches,kids & family,65.0,60.0
36964,twitches,television,65.0,60.0
36965,twixt,horror,18.0,26.0
36966,two bits,drama,39.0,40.0
36967,two bits,musical & performing arts,39.0,40.0
36968,two brothers,action & adventure,75.0,78.0
36969,two brothers,drama,75.0,78.0
36970,two brothers,kids & family,75.0,78.0
36971,two can play that game,comedy,83.0,41.0
36972,two can play that game,drama,83.0,41.0
36973,two can play that game,romance,83.0,41.0
36974,"two days, one night",drama,76.0,97.0
36975,two drifters,art house & international,45.0,47.0
36976,two drifters,drama,45.0,47.0
36977,two evil eyes,art house & international,35.0,56.0
36978,two evil eyes,cult movies,35.0,56.0
36979,two evil eyes,horror,35.0,56.0
36980,two family house,drama,81.0,89.0
36981,two family house,romance,81.0,89.0
36982,two for the money,comedy,48.0,22.0
36983,two for the money,drama,48.0,22.0
36984,two for the money,mystery & suspense,48.0,22.0
36985,two for the road,classics,84.0,81.0
36986,two for the road,comedy,84.0,81.0
36987,two for the road,drama,84.0,81.0
36988,two for the road,romance,84.0,81.0
36989,two for the seesaw,classics,57.0,43.0
36990,two for the seesaw,comedy,57.0,43.0
36991,two for the seesaw,drama,57.0,43.0
36992,two for the seesaw,romance,57.0,43.0
36993,two girls and a guy,comedy,41.0,51.0
36994,two girls and a guy,drama,41.0,51.0
36995,two hands,comedy,80.0,71.0
36996,two hands,drama,80.0,71.0
36997,two heads creek,comedy,69.0,90.0
36998,two heads creek,horror,69.0,90.0
36999,two if by sea,comedy,23.0,11.0
37000,two if by sea,drama,23.0,11.0
37001,two if by sea,mystery & suspense,23.0,11.0
37002,two lives (zwei leben),drama,73.0,92.0
37003,two lives (zwei leben),mystery & suspense,73.0,92.0
37004,two lovers,drama,59.0,82.0
37005,two lovers,romance,59.0,82.0
37006,two men in town,drama,25.0,47.0
37007,two men went to war,action & adventure,71.0,59.0
37008,two men went to war,comedy,71.0,59.0
37009,two men went to war,drama,71.0,59.0
37010,two minute warning,action & adventure,38.0,25.0
37011,two minute warning,drama,38.0,25.0
37012,two minute warning,sports & fitness,38.0,25.0
37013,two mules for sister sara,classics,73.0,69.0
37014,two mules for sister sara,comedy,73.0,69.0
37015,two mules for sister sara,western,73.0,69.0
37016,two night stand,comedy,45.0,38.0
37017,two night stand,romance,45.0,38.0
37018,two ninas,comedy,51.0,67.0
37019,two ninas,drama,51.0,67.0
37020,two ninas,romance,51.0,67.0
37021,two on a guillotine,horror,29.0,0.0
37022,two on a guillotine,mystery & suspense,29.0,0.0
37023,two thousand maniacs!,classics,50.0,41.0
37024,two thousand maniacs!,cult movies,50.0,41.0
37025,two thousand maniacs!,horror,50.0,41.0
37026,two weeks,art house & international,66.0,19.0
37027,two weeks,comedy,66.0,19.0
37028,two weeks,drama,66.0,19.0
37029,two weeks in another town,drama,65.0,89.0
37030,two weeks notice,comedy,59.0,42.0
37031,two weeks notice,romance,59.0,42.0
37032,two women (la ciociara),art house & international,91.0,88.0
37033,two women (la ciociara),drama,91.0,88.0
37034,oligarkh (tycoon) (tycoon: a new russian),art house & international,69.0,46.0
37035,oligarkh (tycoon) (tycoon: a new russian),drama,69.0,46.0
37036,oligarkh (tycoon) (tycoon: a new russian),mystery & suspense,69.0,46.0
37037,tying the knot,documentary,74.0,89.0
37038,tying the knot,drama,74.0,89.0
37039,tying the knot,special interest,74.0,89.0
37040,tyler perry's a fall from grace,mystery & suspense,51.0,17.0
37041,tyler perry's a madea christmas,comedy,70.0,20.0
37042,tyler perry's a madea family funeral,comedy,30.0,12.0
37043,tyler perry's acrimony,mystery & suspense,51.0,17.0
37044,tyler perry's boo 2! a madea halloween,comedy,40.0,4.0
37045,tyler perry's boo! a madea halloween,comedy,52.0,19.0
37046,tyler perry's boo! a madea halloween,drama,52.0,19.0
37047,tyler perry's boo! a madea halloween,horror,52.0,19.0
37048,tyler perry's good deeds,comedy,76.0,36.0
37049,tyler perry's good deeds,drama,76.0,36.0
37050,tyler perry's good deeds,romance,76.0,36.0
37051,tyrannosaur,art house & international,85.0,83.0
37052,tyrannosaur,drama,85.0,83.0
37053,tyrel,drama,32.0,60.0
37054,u2: rattle and hum,documentary,86.0,62.0
37055,u2: rattle and hum,musical & performing arts,86.0,62.0
37056,u-571,action & adventure,62.0,68.0
37057,u-571,drama,62.0,68.0
37058,u-571,mystery & suspense,62.0,68.0
37059,"u, me aur hum",art house & international,55.0,60.0
37060,"u, me aur hum",drama,55.0,60.0
37061,"u, me aur hum",romance,55.0,60.0
37062,u-turn,action & adventure,62.0,61.0
37063,u-turn,comedy,62.0,61.0
37064,u-turn,drama,62.0,61.0
37065,u-turn,mystery & suspense,62.0,61.0
37066,ugetsu (ugetsu monogatari),art house & international,94.0,100.0
37067,ugetsu (ugetsu monogatari),drama,94.0,100.0
37068,ugetsu (ugetsu monogatari),mystery & suspense,94.0,100.0
37069,ugetsu (ugetsu monogatari),science fiction & fantasy,94.0,100.0
37070,the ugly truth,comedy,60.0,14.0
37071,the ugly truth,romance,60.0,14.0
37072,uglydolls,action & adventure,54.0,27.0
37073,uglydolls,animation,54.0,27.0
37074,uglydolls,comedy,54.0,27.0
37075,uglydolls,musical & performing arts,54.0,27.0
37076,uhf,comedy,77.0,64.0
37077,uhf,television,77.0,64.0
37078,ulee's gold,drama,75.0,94.0
37079,the ultimate gift,drama,84.0,33.0
37080,ultras,drama,34.0,60.0
37081,ulzana's raid,action & adventure,66.0,90.0
37082,ulzana's raid,drama,66.0,90.0
37083,ulzana's raid,western,66.0,90.0
37084,umberto d,art house & international,93.0,97.0
37085,umberto d,drama,93.0,97.0
37086,un amour de jeunesse (goodbye first love),drama,61.0,83.0
37087,un amour de jeunesse (goodbye first love),romance,61.0,83.0
37088,un oso rojo (red bear),art house & international,78.0,60.0
37089,un oso rojo (red bear),drama,78.0,60.0
37090,un padre no tan padre,art house & international,86.0,75.0
37091,un padre no tan padre,comedy,86.0,75.0
37092,una,drama,49.0,76.0
37093,una noche (one night),drama,70.0,83.0
37094,unaccompanied minors,comedy,53.0,29.0
37095,unaccompanied minors,kids & family,53.0,29.0
37096,the unbearable lightness of being,drama,84.0,85.0
37097,the unbearable lightness of being,romance,84.0,85.0
37098,the unbelievable truth,comedy,88.0,100.0
37099,the unbelievable truth,drama,88.0,100.0
37100,unborn in the usa: inside the war on abortion,documentary,58.0,80.0
37101,unborn in the usa: inside the war on abortion,special interest,58.0,80.0
37102,unbranded,documentary,84.0,75.0
37103,unbreakable,drama,77.0,70.0
37104,unbreakable,mystery & suspense,77.0,70.0
37105,unbreakable,science fiction & fantasy,77.0,70.0
37106,unbroken,drama,70.0,50.0
37107,unbroken: path to redemption,drama,76.0,38.0
37108,uncertain,documentary,82.0,100.0
37109,uncertain terms,comedy,55.0,71.0
37110,uncertain terms,drama,55.0,71.0
37111,uncertainty,drama,33.0,50.0
37112,uncle boonmee who can recall his past lives,art house & international,61.0,89.0
37113,uncle boonmee who can recall his past lives,comedy,61.0,89.0
37114,uncle boonmee who can recall his past lives,science fiction & fantasy,61.0,89.0
37115,uncle boonmee who can recall his past lives,special interest,61.0,89.0
37116,uncle buck,comedy,76.0,61.0
37117,uncle buck,drama,76.0,61.0
37118,uncle drew,comedy,47.0,61.0
37119,uncle kent,comedy,43.0,60.0
37120,uncle kent,drama,43.0,60.0
37121,uncle kent 2,comedy,50.0,73.0
37122,uncle nick,comedy,71.0,45.0
37123,uncle peckerhead,comedy,73.0,100.0
37124,uncle peckerhead,horror,73.0,100.0
37125,uncle sam,horror,25.0,56.0
37126,unconditional,drama,87.0,75.0
37127,unconditional,mystery & suspense,87.0,75.0
37128,uncorked,drama,65.0,91.0
37129,uncovered: the whole truth about the iraq war,documentary,75.0,100.0
37130,uncovered: the whole truth about the iraq war,special interest,75.0,100.0
37131,uncut gems,drama,52.0,92.0
37132,undead,horror,44.0,32.0
37133,undead,science fiction & fantasy,44.0,32.0
37134,undefeated,documentary,89.0,96.0
37135,undefeated,special interest,89.0,96.0
37136,undefeated,sports & fitness,89.0,96.0
37137,under fire,drama,69.0,90.0
37138,under fire,mystery & suspense,69.0,90.0
37139,under our skin,documentary,88.0,81.0
37140,under our skin,special interest,88.0,81.0
37141,under siege,action & adventure,62.0,79.0
37142,under siege,mystery & suspense,62.0,79.0
37143,under siege 2: dark territory,action & adventure,38.0,34.0
37144,under suspicion,art house & international,58.0,25.0
37145,under suspicion,drama,58.0,25.0
37146,under suspicion,mystery & suspense,58.0,25.0
37147,under the bed,comedy,14.0,40.0
37148,under the bed,horror,14.0,40.0
37149,under the boardwalk: the monopoly story,documentary,54.0,85.0
37150,under the boardwalk: the monopoly story,special interest,54.0,85.0
37151,sous les bombes (under the bombs),art house & international,74.0,80.0
37152,sous les bombes (under the bombs),drama,74.0,80.0
37153,sous les bombes (under the bombs),romance,74.0,80.0
37154,under the cherry moon,drama,67.0,36.0
37155,under the cherry moon,musical & performing arts,67.0,36.0
37156,under the cherry moon,romance,67.0,36.0
37157,under the eiffel tower,comedy,49.0,41.0
37158,under the eiffel tower,romance,49.0,41.0
37159,under the gun,documentary,41.0,100.0
37160,sous les toits de paris (under the roofs of paris),art house & international,73.0,90.0
37161,sous les toits de paris (under the roofs of paris),comedy,73.0,90.0
37162,sous les toits de paris (under the roofs of paris),drama,73.0,90.0
37163,sous les toits de paris (under the roofs of paris),musical & performing arts,73.0,90.0
37164,sous les toits de paris (under the roofs of paris),romance,73.0,90.0
37165,under the same moon,drama,82.0,73.0
37166,sous le sable (under the sand),art house & international,83.0,93.0
37167,sous le sable (under the sand),drama,83.0,93.0
37168,under the shadow,art house & international,73.0,99.0
37169,under the shadow,horror,73.0,99.0
37170,under the shadow,mystery & suspense,73.0,99.0
37171,under the silver lake,comedy,55.0,59.0
37172,under the silver lake,drama,55.0,59.0
37173,under the silver lake,mystery & suspense,55.0,59.0
37174,under the skin,science fiction & fantasy,55.0,85.0
37175,under the sun,documentary,69.0,94.0
37176,under the tuscan sun,comedy,78.0,62.0
37177,under the tuscan sun,drama,78.0,62.0
37178,under the tuscan sun,romance,78.0,62.0
37179,under the yum yum tree,classics,58.0,17.0
37180,under the yum yum tree,comedy,58.0,17.0
37181,under the yum yum tree,romance,58.0,17.0
37182,underclassman,action & adventure,35.0,6.0
37183,underclassman,comedy,35.0,6.0
37184,underclassman,drama,35.0,6.0
37185,undercover brother,comedy,64.0,77.0
37186,underdog,action & adventure,42.0,16.0
37187,underdog,comedy,42.0,16.0
37188,underdog,kids & family,42.0,16.0
37189,undertaking betty,comedy,66.0,50.0
37190,undertaking betty,drama,66.0,50.0
37191,undertaking betty,romance,66.0,50.0
37192,undertow,drama,62.0,55.0
37193,undertow,mystery & suspense,62.0,55.0
37197,underwater,action & adventure,60.0,48.0
37198,underwater,mystery & suspense,60.0,48.0
37199,underworld,action & adventure,79.0,31.0
37200,underworld,horror,79.0,31.0
37201,underworld,science fiction & fantasy,79.0,31.0
37202,underworld: awakening,action & adventure,62.0,26.0
37203,underworld: awakening,horror,62.0,26.0
37204,underworld: awakening,science fiction & fantasy,62.0,26.0
37205,underworld: blood wars,action & adventure,49.0,21.0
37206,underworld: blood wars,drama,49.0,21.0
37207,underworld: blood wars,horror,49.0,21.0
37208,underworld: blood wars,science fiction & fantasy,49.0,21.0
37209,underworld: evolution,action & adventure,72.0,17.0
37210,underworld: evolution,horror,72.0,17.0
37211,underworld: evolution,mystery & suspense,72.0,17.0
37212,underworld: evolution,science fiction & fantasy,72.0,17.0
37213,underworld: the rise of the lycans,action & adventure,63.0,29.0
37214,underworld: the rise of the lycans,horror,63.0,29.0
37215,underworld: the rise of the lycans,science fiction & fantasy,63.0,29.0
37216,undiscovered,comedy,48.0,8.0
37217,undiscovered,drama,48.0,8.0
37218,undiscovered,romance,48.0,8.0
37219,undisputed,action & adventure,47.0,48.0
37220,undisputed,drama,47.0,48.0
37221,undrafted,comedy,75.0,25.0
37222,undrafted,drama,75.0,25.0
37223,undrafted,kids & family,75.0,25.0
37224,une vieille maîtresse (the last mistress) (an old mistress),art house & international,59.0,77.0
37225,une vieille maîtresse (the last mistress) (an old mistress),drama,59.0,77.0
37226,unexpected,comedy,44.0,66.0
37227,unexpected,drama,44.0,66.0
37228,unfaithful,drama,68.0,50.0
37229,unfaithful,mystery & suspense,68.0,50.0
37230,unfinished business,comedy,26.0,10.0
37231,an unfinished life,drama,67.0,52.0
37232,unfinished song,comedy,68.0,65.0
37233,unfinished song,drama,68.0,65.0
37234,unfinished song,musical & performing arts,68.0,65.0
37235,#unfit: the psychology of donald trump,documentary,70.0,85.0
37236,unforgettable,action & adventure,28.0,21.0
37237,unforgettable,drama,28.0,21.0
37238,unforgettable,mystery & suspense,28.0,21.0
37239,unforgettable,science fiction & fantasy,28.0,21.0
37240,unforgettable,drama,33.0,28.0
37241,unforgettable,mystery & suspense,33.0,28.0
37242,unforgivable,drama,35.0,77.0
37243,unforgivable,mystery & suspense,35.0,77.0
37244,unfriended,horror,36.0,62.0
37245,unfriended,mystery & suspense,36.0,62.0
37246,unfriended: dark web,horror,38.0,59.0
37247,unhook the stars,art house & international,48.0,81.0
37248,unhook the stars,comedy,48.0,81.0
37249,unhook the stars,drama,48.0,81.0
37250,unicorn store,comedy,41.0,64.0
37251,the uninvited,drama,49.0,32.0
37252,the uninvited,horror,49.0,32.0
37253,the uninvited,mystery & suspense,49.0,32.0
37254,union,action & adventure,40.0,64.0
37255,union,drama,40.0,64.0
37256,union,romance,40.0,64.0
37257,union square,drama,35.0,66.0
37258,united 93,action & adventure,83.0,90.0
37259,united 93,drama,83.0,90.0
37260,united passions,drama,11.0,0.0
37261,united red army,art house & international,63.0,93.0
37262,united red army,drama,63.0,93.0
37263,the united states of leland,drama,81.0,34.0
37264,the united states of leland,mystery & suspense,81.0,34.0
37267,universal soldier,action & adventure,46.0,33.0
37268,universal soldier,science fiction & fantasy,46.0,33.0
37269,universal soldier: day of reckoning,action & adventure,34.0,57.0
37270,universal soldier: the return,action & adventure,24.0,5.0
37271,universal soldier: the return,science fiction & fantasy,24.0,5.0
37272,unknown,drama,55.0,54.0
37273,unknown,horror,55.0,54.0
37274,unknown,mystery & suspense,55.0,54.0
37275,unlawful entry,action & adventure,48.0,74.0
37276,unlawful entry,drama,48.0,74.0
37277,unlawful entry,mystery & suspense,48.0,74.0
37278,unleashed,comedy,72.0,75.0
37279,unleashed,romance,72.0,75.0
37280,unlocked,action & adventure,42.0,26.0
37281,unlocked,mystery & suspense,42.0,26.0
37282,unlovable,comedy,75.0,81.0
37283,unlovable,drama,75.0,81.0
37284,the unloved,art house & international,67.0,94.0
37285,the unloved,drama,67.0,94.0
37286,unmistaken child,art house & international,88.0,81.0
37287,unmistaken child,documentary,88.0,81.0
37288,unmistaken child,faith & spirituality,88.0,81.0
37289,unplanned,drama,92.0,42.0
37290,an unreasonable man,documentary,87.0,92.0
37291,an unreasonable man,special interest,87.0,92.0
37292,unsane,drama,58.0,80.0
37293,unsane,mystery & suspense,58.0,80.0
37294,the unsinkable molly brown,classics,70.0,78.0
37295,the unsinkable molly brown,musical & performing arts,70.0,78.0
37296,unstoppable,action & adventure,72.0,87.0
37297,unstoppable,drama,72.0,87.0
37298,unstoppable,mystery & suspense,72.0,87.0
37299,unstrung heroes,comedy,61.0,74.0
37300,unstrung heroes,drama,61.0,74.0
37301,untamed heart,drama,77.0,54.0
37302,untamed heart,romance,77.0,54.0
37303,until the birds return (en attendant les hirondelles),art house & international,80.0,78.0
37304,until the birds return (en attendant les hirondelles),drama,80.0,78.0
37305,until the light takes us,documentary,57.0,46.0
37306,until the light takes us,musical & performing arts,57.0,46.0
37307,until the light takes us,special interest,57.0,46.0
37308,(untitled),comedy,57.0,66.0
37309,client 9: the rise and fall of eliot spitzer,documentary,83.0,90.0
37310,client 9: the rise and fall of eliot spitzer,special interest,83.0,90.0
37311,untouchable,documentary,71.0,86.0
37312,the untouchables,action & adventure,89.0,82.0
37313,the untouchables,drama,89.0,82.0
37314,unzipped,documentary,78.0,80.0
37315,unzipped,special interest,78.0,80.0
37316,up,action & adventure,90.0,98.0
37317,up,animation,90.0,98.0
37318,up,comedy,90.0,98.0
37319,up,kids & family,90.0,98.0
37320,up and down (horem pádem) (loop the loop),art house & international,74.0,83.0
37321,up and down (horem pádem) (loop the loop),comedy,74.0,83.0
37322,up and down (horem pádem) (loop the loop),drama,74.0,83.0
